简码：一	y
翻译：否定;否认;打消	negate
翻译：吨;货物体积;容积单位	ton
翻译：含意;暗示	implicate
翻译：含沥青的	bituminous
翻译：含糊不清;婴儿语	babble
翻译：含糊地;暧昧地	vaguely
翻译：含铜的	cupriferous
翻译：含锌的	zinciferous
翻译：听;听觉;听讼	hearing
翻译：听取报告;汇报	debrief
翻译：听诊	auscultation
翻译：启蒙；教导	enlighten
翻译：吵架;骚扰;滋事	affray
翻译：吵闹;骚动;争吵	dustup
翻译：吸墨纸;记事簿	blotter
翻译：吸收比	absorptance
翻译：吸血鬼	bloodsucker
翻译：吹毛求疵;无端指责	cavil
翻译：呆子;傻瓜;伙伴儿	cully
翻译：呈齿状起伏的山脉	sierra
翻译：告别词	valedictory
翻译：呜呼!哀哉!	welladay
翻译：呢绒商;衣商	clothier
翻译：周一倦怠的	mondayish
翻译：周末;周末休假	weekend
翻译：周末旅行者	weekender
翻译：周长;周界	perimeter
翻译：呼吸的	respiratory
翻译：呼吸；气息	breathing
翻译：呼啸声；飞速移动	whoosh
翻译：和平地	pacifically
翻译：和蔼地	goodnatured
翻译：咖啡店;茶馆;酒馆	cafes
翻译：咧嘴笑地	grinningly
翻译：咽喉；喉咙；嗓音	throat
翻译：咽头炎	pharyngitis
翻译：哀怨的;可怜的	piteous
翻译：哀悼；挽歌；悲叹	lament
翻译：哀求恳请	supplicate
翻译：哄骗；伪造；诡计	wangle
翻译：哈罗公学的	Harrovian
翻译：响尾蛇	rattlesnake
翻译：响石;响岩	phonolite
翻译：哥本哈根	Copenhagen
翻译：哩;英里;较大的距离	mile
翻译：哺乳;养育;吮吸	suckle
翻译：哺乳动物学	therology
翻译：唉!;糟了!;必定!	gosh
翻译：唐突的;直率的	brusque
翻译：唠叨地讲;徘徊	maunder
翻译：唠叨的；挑剔的	nagging
翻译：唤醒;醒来;唤起	awoken
翻译：售货员	salesperson
翻译：啁啾声;吱喳叫	chirrup
翻译：啃咬；持续的痛	gnawing
翻译：商品；货物	commodity
翻译：商店扒手	shoplifter
翻译：商议；法律顾问	counsel
翻译：啦啦队员；挖土机	rooter
翻译：善辩论者	polemicist
翻译：喉音化	gutturalize
翻译：喊声；呼喊；追赶	halloo
翻译：喋喋不休；啁啾	chatter
翻译：喘气者;廉价香烟	gasper
翻译：喜剧;有趣的事情	comedy
翻译：喜玛拉雅的	Himalayan
翻译：喝酒;倾斜	tipsiness
翻译：喝酒地;倾斜地	tipsily
翻译：喧噪;吵闹;纷扰	fracas
翻译：喷出;排出物	ejection
翻译：嗖嗖声；快速移动	swoosh
翻译：嗜眠发作	narcolepsy
翻译：嗬！（感叹词）；平底船	hoy
翻译：嘶嘶的;泡沫腾涌的	fizzy
翻译：囊状的;有囊的	saccate
翻译：囚禁;被关	captivity
翻译：四价的	tetravalent
翻译：四分卫	quarterback
翻译：四孔	quadripuntal
翻译：四角形的	tetragonal
翻译：四门学科	quadrivium
翻译：四面体	tetrahedron
翻译：四音步句	tetrameter
翻译：回味;余韵	aftertast
翻译：回忆；想起	recollect
翻译：回答；答案；响应	answer
翻译：回索	backtracking
翻译：回转仪的	gyroscopic
翻译：因此;所以	therefore
翻译：团块;小片;一口	gobbet
翻译：囤积者;贮藏者	hoarder
翻译：园艺	horticulture
翻译：困境；誓约；保证	plight
翻译：困惑的;发呆的	bemused
翻译：困惑；阻碍；挡板	baffle
翻译：困难;吵闹	shemozzle
翻译：围攻;使苦恼;镶嵌	beset
翻译：围笼;附件	inclosure
翻译：围裹；抑制；消音	muffle
翻译：固结了的;块多的	clotty
翻译：国际警察组织	Interpol
翻译：国际计算机科学联合会	ifcs
翻译：国际都市	cosmopolis
翻译：图型地	graphically
翻译：图形；数字；形象	figure
翻译：圆周；循环；范围	circle
翻译：圆锥形的干草堆	haycock
翻译：圆锥形纸袋;短号	cornet
翻译：土制的;陶制的	earthen
翻译：土地的;现世的	terrene
翻译：土生的动植物	indigene
翻译：土窖;地穴;地下室	crypt
翻译：圣母崇拜	Mariolatry
翻译：圣约；遗嘱	testament
翻译：圣经；经文	scripture
翻译：在...的范围	insofar
翻译：在下面的	underlying
翻译：在何处;在其中	wherein
翻译：在内;在心中;衷心地	inly
翻译：在军事上	militarily
翻译：在第十;于第十	tenthly
翻译：地下室;墙脚	basement
翻译：地下水	groundwater
翻译：地心引力;重力	gravity
翻译：地热学	geothermics
翻译：地球科学	geoscience
翻译：地球；球状物；天体	globe
翻译：地理学者	geographer
翻译：地震仪	seismometer
翻译：地震计	seismograph
翻译：场所;所在地;轨迹	locus
翻译：场面；奇观	spectacle
翻译：坚固;刚毅	stoutness
翻译：坚固;坚定;断然	firmly
翻译：坚固;紧密	tightness
翻译：坚定的;壮汉	stalwart
翻译：坦干伊克	Tanganyika
翻译：坦率地;率直地	bluntly
翻译：垂部;垂饰;垂布	lappet
翻译：垃圾；担架；乱丢	litter
翻译：垒障	counterguard
翻译：垫；衬边；纠缠；无光泽	mat
翻译：埃普瑟姆镇;赛马会	Epsom
翻译：埋入;埋藏	embedding
翻译：埋葬;土葬	interment
翻译：城;土民区NUM	Kasbah
翻译：城主;城守	castellan
翻译：培养;耕作	cultivate
翻译：基;根;基数;根源	radix
翻译：基准;评效	benchmark
翻译：塔巴斯哥辣酱油	tabasco
翻译：填补；衬垫；步行；夸大	pad
翻译：墓石;基石	headstone
翻译：墓石;墓碑	tombstone
翻译：墙草属植物	pellitory
翻译：增加的	incremental
翻译：增援；加强	reinforce
翻译：墨守成规者	routineer
翻译：墨西哥烹调之一种	tamale
翻译：墨鱼的骨	cuttlebone
翻译：壮观;华丽	pageantry
翻译：声乐家;歌手	vocalist
翻译：声学家	acoustician
翻译：声明;声言;承认	avowal
翻译：声称的;所谓的	alleged
翻译：声音；表达；发言权	voice
翻译：处理	manipulation
翻译：备份;支持;后援	backup
翻译：复仇;报仇	vengeance
翻译：复仇主义	revanchism
翻译：复折屋顶;阁楼	mansard
翻译：复数形式;多元的	plural
翻译：复杂的	complicated
翻译：复活	reactivation
翻译：复活;复兴	resurrect
翻译：复苏；恢复；复兴	revive
翻译：夏;夏季	summertime
翻译：夏天的;夏季的	estival
翻译：夏威夷;夏威夷岛	Hawaii
翻译：夏威夷的四弦琴	ukulele
翻译：夏的;夏天似的	summery
翻译：外向	extroversion
翻译：外向的;支出	outgoing
翻译：外皮;表皮	scarfskin
翻译：外翻;翻转	evaginate
翻译：外表;伪装	semblance
翻译：外观;方面;方向	aspect
翻译：外部；表面的	exterior
翻译：多事故地	eventfully
翻译：多半;大概	assumably
翻译：多半;大概	assumedly
翻译：多叶卷叠式	vernation
翻译：多工器	multiplexer
翻译：多数;群众	multitude
翻译：多枝的;枝繁的	branchy
翻译：多模态	multimoding
翻译：多角的	multangular
翻译：多髓的;有力的	marrowy
翻译：夜游的	noctivagant
翻译：大;伟大;重大	bigness
翻译：大事记	memorabilia
翻译：大众汽车	Volkswagen
翻译：大厦;大建筑物	edifice
翻译：大号;风琴音栓之一种	tuba
翻译：大喝大闹的人	carouser
翻译：大块;矮胖的人或物	chunk
翻译：大型猛犬之一种	mastiff
翻译：大声叫喊	vociferate
翻译：大学制服	academical
翻译：大宇(韩国公司)	Deawoo
翻译：大富翁	zillionaire
翻译：大小测定器;选别器	sizer
翻译：大形蜥蜴	chuckwalla
翻译：大提琴	violoncello
翻译：大摇大摆;吹牛	swagger
翻译：大梁;横梁	crossbeam
翻译：大梭鱼	muskellunge
翻译：大步；跨过；进步	stride
翻译：大气的	atmospheric
翻译：大的；广泛的；大量	large
翻译：大规模的	largescale
翻译：大锅;大汽锅	cauldron
翻译：大键琴	harpsichord
翻译：大风子	chaulmoogra
翻译：大麦的粒	barleycorn
翻译：大麻制的;大麻的	hempen
翻译：大鼠;袋鼠	bandicoot
翻译：天;日子;白天;工作日	day
翻译：天堂;上帝;天空	heaven
翻译：天文学家	astronomer
翻译：天文电子	astrionics
翻译：天空;苍天	firmament
翻译：太守;总督;暴吏	satrap
翻译：太平洋；和平的	pacific
翻译：太阳眼镜	sunglasses
翻译：失衡；失调	unbalance
翻译：失败主义者	defeatist
翻译：头巾;头饰带	headband
翻译：头盖骨;头脑;脑壳	skull
翻译：头韵	alliteration
翻译：夸大狂	megalomania
翻译：夸张的	exaggerated
翻译：夹克；外套；护套	jacket
翻译：夹指刑具	pilliwinks
翻译：夺去王位;废黜	uncrown
翻译：奇妙;不快	queerness
翻译：奇妙地;奇怪地	queerly
翻译：奇异;奇妙;奇特	oddity
翻译：奇怪地;古怪地	anticly
翻译：奇迹；惊讶；怀疑	wonder
翻译：奉为偶像;崇拜	idolize
翻译：奉承的	subservient
翻译：契约的	contractual
翻译：奖章获得者	medallist
翻译：奢侈的	extravagant
翻译：奥陶纪的	ordovician
翻译：女人风度	femininity
翻译：女太空人	spacewoman
翻译：女子名;黛博拉	Deborah
翻译：女家庭教师	governess
翻译：女性保护人	patroness
翻译：女性化的；同性恋的	nancy
翻译：女性叛逆者	traitress
翻译：女教师	preceptress
翻译：女毕业生;女校友	alumna
翻译：女毕业生;女校友	alumni
翻译：女泰坦；巨神	Titaness
翻译：女清洁工	scrubwoman
翻译：女牧师会会员	canoness
翻译：女舍监	housemother
翻译：女芭蕾舞演员	danseuse
翻译：女诱惑者	seductress
翻译：女雕刻家	sculptress
翻译：女高音;高音部	soprano
翻译：奴态;卑屈	servility
翻译：奴隶;束缚;奴役	thrall
翻译：奶头;软食;半流质食物	pap
翻译：奸恶;卑鄙	turpitude
翻译：她自己;她亲自	herself
翻译：好大的;大吹牛	whacker
翻译：好奇的	inquisitive
翻译：好寻乐的女子	playgirl
翻译：好看的	goodlooking
翻译：好笑的;滑稽的	comical
翻译：好色;渴望	prurience
翻译：好色之徒;森林之神	satyr
翻译：如熊的;粗暴的	bearish
翻译：妇女;主妇;保姆	matron
翻译：妇女;女性	womenfolk
翻译：妇科医学	gynecology
翻译：妊娠;怀孕	gravidity
翻译：妓女	streetwalker
翻译：妖怪;可怕的人(物)	bogy
翻译：妖怪;怪物	hobgoblin
翻译：妨碍;阻碍;阻止	impede
翻译：委员	committeeman
翻译：委婉的	euphemistic
翻译：委婉的说法	euphemism
翻译：姜；淡黄色；活力	ginger
翻译：威吓;难倒;使气馁	daunt
翻译：威吓的	comminatory
翻译：婚姻的	matrimonial
翻译：婴儿;娃娃;女孩	moppet
翻译：嫁装;嫁妆	trousseau
翻译：嫉妒的;羡慕的	envious
翻译：子孙;后裔	posterity
翻译：子宫学	hysterology
翻译：子房的;卵巢的	ovarian
翻译：孔;小孔;胚孔	foramen
翻译：字义的	literalness
翻译：字体文件（FON格式）	fon
翻译：字帖；陈腐的	copybook
翻译：字面的；直译的	literal
翻译：存在;生存	existence
翻译：存放；储存	deposited
翻译：孟诺派教徒	Mennonite
翻译：季节；调味；适应	season
翻译：孤立的；保守的	insular
翻译：学习者;初学者	learner
翻译：学徒培养	apprentice
翻译：学校；学派；教育	school
翻译：孩童用防雪装	snowsuit
翻译：宁可;稍微;相当	rather
翻译：宁静	tranquillity
翻译：安产感谢礼	churching
翻译：安全；保险；防护	safety
翻译：安抚者;奶嘴	pacifier
翻译：安的列斯群岛	Antilles
翻译：完全	completeness
翻译：完成的;完美的	perfect
翻译：宗派;教派;部分;段	sect
翻译：官员	officeholder
翻译：定义文件（DEF格式）	def
翻译：定期刊物	periodical
翻译：宝石学	gemological
翻译：实用主义	pragmatism
翻译：审计官	comptroller
翻译：客西马尼	gethsemane
翻译：宣言;声明	manifesto
翻译：室内装潢	upholstery
翻译：宴请；游玩；乳酪	junket
翻译：家事;家务	housework
翻译：家伙;呆子;傻瓜	josser
翻译：家园;田产	homestead
翻译：家庭供奉的小神像	teraph
翻译：家系;家谱;单眼	stemma
翻译：容易受骗的人;懦夫	patsy
翻译：容易教的;温顺的	docile
翻译：容易的;轻松的	easiest
翻译：宽外袍;参议员的职位	toga
翻译：宿命论的	fatalistic
翻译：寄生虫;食客	parasite
翻译：密友;亲伴;好朋友	crony
翻译：富于机智的;诙谐的	witty
翻译：富豪;财阀	plutocrat
翻译：富豪统治	plutocracy
翻译：寒冷;冷淡	chillness
翻译：寡过	misdemeanors
翻译：对应物	counterpart
翻译：对开页；页码；张数	folio
翻译：对手；反对的	opponent
翻译：对抗战车用的	antitank
翻译：对数的	logarithmic
翻译：对流层	troposphere
翻译：对话;对话剧	duologue
翻译：导师;教师	preceptor
翻译：尊崇;尊敬;效忠	homage
翻译：尊重事实	factualism
翻译：小丑;粗鲁愚蠢的人	clown
翻译：小农场中的佃农	crofter
翻译：小冲突；侦察	skirmish
翻译：小凳子;绣框	tabouret
翻译：小圆盾；防卫物	buckler
翻译：小圆石;小鹅卵石	pebble
翻译：小妖;小鬼;妖精	sprite
翻译：小官吏根性	beadledom
翻译：小平面;方面;刻面	facet
翻译：小形的果子馅饼	tartlet
翻译：小心的;谨慎的	careful
翻译：小昆虫;小烦扰NUM	gnat
翻译：小望台;顶塔	bartizan
翻译：小标题;副标题	subhead
翻译：小步舞;小步舞曲	minuet
翻译：小溪;细流	streamlet
翻译：小环;轮状环缘	annulet
翻译：小球;小球体	spherule
翻译：小精灵的;淘气的	elvish
翻译：小袋；邮袋；育儿袋	pouch
翻译：小路;侧道;私道	bypath
翻译：小路;巷;弄;单行道	lane
翻译：小题大做；忙乱；烦躁	fuss
翻译：少女;姑娘;恋人	lassie
翻译：少女;未婚女子;女仆	maid
翻译：少女；处女；首次	maiden
翻译：尖叫；告密；抱怨	squeal
翻译：尖叫；啸叫；喊叫	scream
翻译：尖端	sophisicated
翻译：尖锐地;刺耳地	shrilly
翻译：尖锐地;剧烈地	acutely
翻译：尖锐；刺耳；尖叫	shrill
翻译：尘菌;羽状实	puffball
翻译：尝味;味觉	gustation
翻译：尸体;文集;本金	corpus
翻译：尺寸	measurements
翻译：尺寸;维度	dimension
翻译：尾部;尾翼	empennage
翻译：屈从;屈服;死	succumb
翻译：展开；展示；飘扬	unfurl
翻译：展开；显露；呈现	unfold
翻译：属性;标志	attribute
翻译：山梗莱属的植物	lobelia
翻译：山雀;轻打;女人;奶头	tit
翻译：山雀类的小鸟	titmouse
翻译：岩石学	petrologist
翻译：岬;海角;披肩;斗蓬	cape
翻译：峡谷;山峡;溪谷	ravine
翻译：峨螺;粉刺;青春痘	whelk
翻译：崇拜;爱慕	adoration
翻译：崇拜的;敬慕的	adoring
翻译：崇敬;敬畏;尊敬	revere
翻译：崩溃;故障	breakdown
翻译：州的;市区的	cantonal
翻译：巡视员	floorwalker
翻译：巢;孵卵所;发生处	nidus
翻译：巢穴；休息所；隐匿处	nest
翻译：工作站	workstation
翻译：工作联络交谈	backtalk
翻译：工具；处理；扭倒	tackle
翻译：工具；实施	implement
翻译：工匠;巧匠	artificer
翻译：工厂;研讨会	workshop
翻译：工头;领班;班主	ganger
翻译：工艺;学术语	technics
翻译：左卷的	sinistrorse
翻译：巧克力糖	chocolates
翻译：巨嘴鸟;巨嘴鸟座	toucan
翻译：巨浪；翻腾；汹涌	billow
翻译：巫师；魔力；向导	wizard
翻译：已婚的;婚姻的	married
翻译：已褪色的;已凋谢的	faded
翻译：巴基斯坦人	pakistani
翻译：巴尔的摩市	Baltimore
翻译：巴比伦尼亚	Babylonia
翻译：市民;便服;老百姓服装	cit
翻译：市郊;郊区;边缘	suburb
翻译：市间铁路	interurban
翻译：布局;安置	placement
翻译：帆布;画布;油画	canvas
翻译：希伯来语；犹太人	Hebrew
翻译：希特勒主义	hitlerism
翻译：希腊产的饭后酒之一种	ouzo
翻译：希腊的历史家	plutarch
翻译：希腊的哲学家	Diogenes
翻译：帕德教神殿	parthenon
翻译：帝政主义者	caesarist
翻译：帝王的;适于帝王的	regal
翻译：带;带状之物	cingulum
翻译：带;细绳	drawstring
翻译：带冷笑地	scoffingly
翻译：带灰黄色的	sallowish
翻译：帷幔;装饰窗帘	valance
翻译：常数；恒定的	constant
翻译：常绿的	indeciduous
翻译：常违反法规者	scofflaw
翻译：帽子制造者;帽商	hatter
翻译：干呕	vomiturition
翻译：干涉;干预;乱搞	meddle
翻译：干燥的热风	harmattan
翻译：干瘪老太婆;老母羊	crone
翻译：干草棚;干草仓	hayloft
翻译：干预；篡改；削弱	tamper
翻译：平凡;陈腐	triteness
翻译：平凡地;陈腐地	tritely
翻译：平原；广阔	Champaign
翻译：平民；文职的	Civilian
翻译：平民；普通的	plebeian
翻译：平淡地	prosaically
翻译：平滑;流畅;平稳	smooth
翻译：平滑的;有光泽的	glossy
翻译：平衡力	equilibrant
翻译：平衡；均衡	equipoise
翻译：平静;寂静	quietness
翻译：年轻	juvenescence
翻译：并置;并列	juxtapose
翻译：并肩地;相并地	abreast
翻译：幸运;好运	luckiness
翻译：幸运地	fortunately
翻译：幻想家;梦想家	fantast
翻译：幻灯机	epidiascope
翻译：幻视镜	pseudoscope
翻译：幼发拉底河	Euphrates
翻译：幼稚症	infantilism
翻译：幽灵般的;悚然的	spooky
翻译：广告业	advertising
翻译：广场;走廊;市场	piazza
翻译：广播	broadcasting
翻译：广阔地;宽敞地	roomily
翻译：庄严的;堂皇的	stately
翻译：床单;床罩	bedspread
翻译：应得的；到期的；应付的	due
翻译：应课税的	chargeable
翻译：底层	understratum
翻译：底板;床板	soleplate
翻译：底部；基础；查明	bottom
翻译：庞大;笨大	bulkiness
翻译：废止;不用	desuetude
翻译：废纸篓	wastebasket
翻译：废除;取消	annulment
翻译：庭园;宅地	curtilage
翻译：庭院;天井	courtyard
翻译：庸医；冒充；嘎嘎叫	quack
翻译：延迟；使延期	postpone
翻译：建立;确立	establish
翻译：建筑物;建筑	building
翻译：建议；通知；商议	advise
翻译：建设	developments
翻译：建造；构思	construct
翻译：开关；切换；电闸	switch
翻译：开始;出发;准备	setout
翻译：开快车者;出租车司机	Jehu
翻译：开玩笑;逗趣	raillery
翻译：异体构造	heterology
翻译：异教徒;异端者	heretic
翻译：异教徒；无信仰	infidel
翻译：异教徒；野蛮的	heathen
翻译：异极	heterospolar
翻译：异父姊妹	stepsister
翻译：异端	deviationism
翻译：弃锚掉转方向	clubhaul
翻译：引人入胜的	ravishing
翻译：引人注意;表示惊讶;满足	ho
翻译：引出;抽出;引起	elicit
翻译：引用;内收	adduction
翻译：引用;引证;举例	citing
翻译：引用单元	precedents
翻译：引诱;招致;感应	induce
翻译：弟兄们;同胞	brethren
翻译：张力计	tensiometer
翻译：弥补术	prosthetics
翻译：弧形；弯曲；拱形	camber
翻译：弯曲木材制的	bentwood
翻译：弯曲的;曲折的	winding
翻译：弱;微弱	feebleness
翻译：弹射器;发射	catapult
翻译：弹性橡皮	caoutchouc
翻译：强加；侵扰	obtrusion
翻译：强加；课税；利用	impose
翻译：强壮；坚固；猛烈	strong
翻译：强强格;扬扬格	spondee
翻译：强调器	accentuator
翻译：强迫；迫使	compelled
翻译：归因于;归咎于	ascribe
翻译：当前;目前	currently
翻译：形容词的	adjectival
翻译：形式主义者	formulist
翻译：形态素;词素	morpheme
翻译：彩度	chromaticity
翻译：彩虹色	iridescence
翻译：影印机	photocopier
翻译：影响的	influencing
翻译：影子;庇护;遮蔽	shadow
翻译：彻底；直率的	outright
翻译：征战前涂身涂	warpaint
翻译：径向的；放射状的	radial
翻译：徐缓;松弛;散慢	laxity
翻译：得奖人	prizewinner
翻译：徘徊；漫游；离题	wander
翻译：循环;语句循环	looping
翻译：循环的	circulatory
翻译：微单模	micromodule
翻译：微小物；矫饰的	minikin
翻译：微小的;不足取的	punily
翻译：微暗;微黑	duskiness
翻译：微暗的;微黑的	duskily
翻译：微暗的;浅黑的	darkish
翻译：微积分学;结石	calculi
翻译：微血管	capillaries
翻译：微观的	microcosmic
翻译：微酸的；带刺的	subacid
翻译：心弦	heartstrings
翻译：心律不齐	arrhythmia
翻译：心情坏的;发怒的	shirty
翻译：心理剧	psychodrama
翻译：心痛;妒忌	heartburn
翻译：心痛;悲叹	heartache
翻译：心脏的；强心剂	cardiac
翻译：心脏舒张的	diastolic
翻译：心脏镜	cardioscope
翻译：必要的;需要的	needful
翻译：忏悔地	repentantly
翻译：忘却；摒弃旧习	unlearn
翻译：忘记;遗漏;轻忽	forgot
翻译：忠诚;忠贞;忠实	fealty
翻译：忧郁症	melancholia
翻译：快乐的;幸福的	happier
翻译：快手	nimblehanded
翻译：快速;无常	fleetness
翻译：快速道路	throughway
翻译：忽略;忽视	bypassing
翻译：忽视；漠视	disregard
翻译：怀偏见的	prejudiced
翻译：怀疑;怀疑哲学	scepsis
翻译：怀疑；不信任	misdoubt
翻译：思想方法	thoughtway
翻译：怠惰;不痛	indolence
翻译：急动;抽筋	jerkiness
翻译：急变;骤然的中断	saltus
翻译：性交;好色;狩猎	venery
翻译：性急地;任性地	headily
翻译：性格；角色	character
翻译：性欲过剩的	oversexed
翻译：性科学家	sexologist
翻译：怪人;有怪癖的人	codger
翻译：总数；毛额；未扣除	gross
翻译：总结；概述	summarise
翻译：总结；概述	summarize
翻译：总计;共计	totalling
翻译：恋人;情妇	inamorata
翻译：恋爱的;好色的	amative
翻译：恋爱的;情人的	amatory
翻译：恐吓;恶兆;威胁	threat
翻译：恐布份子	terrorists
翻译：恢复	recuperation
翻译：恢复;重回;复得	regain
翻译：恢复精神的	refreshed
翻译：恢复；回复；还原	revert
翻译：恢复；继续；简历	resume
翻译：恭敬的	deferential
翻译：恶作剧；玩笑；打扮	prank
翻译：恶意;蓄意;怨恨	malice
翻译：恶棍；异端	miscreant
翻译：恶行;坏事	evildoing
翻译：恼人的;烦人的	carking
翻译：恼怒	exasperation
翻译：患者的	acromegalic
翻译：悬挂；摇晃；追求	dangle
翻译：悲伤的	heartbroken
翻译：悲叹;感叹;诉苦	plaint
翻译：悲叹的;哀悼的	wailful
翻译：悲哀的;可怜的	saddest
翻译：悲喜剧	tragicomedy
翻译：悲惨;不幸;穷困	misery
翻译：情感；感伤	sentiment
翻译：惊人的演出	grandplay
翻译：惊愕;惊异	amazement
翻译：惊骇;恐怖;惨事	horror
翻译：惩罚	chastisement
翻译：惭愧的;羞耻的	ashamed
翻译：想吐;作呕;极为讨厌	keck
翻译：想睡地;倦地	sleepily
翻译：愁眉苦脸的	woebegone
翻译：愉快;快活	merriness
翻译：愉快;快活;高兴	gaiety
翻译：愉快地;高兴地	merrily
翻译：意大利面条	spaghetti
翻译：意志低沉	dispirited
翻译：愚蠢;糊涂	silliness
翻译：愚蠢地;糊涂地	sillily
翻译：感伤;悲怅;悲情	pathos
翻译：感兴趣的	interested
翻译：感到惊讶的	surprised
翻译：感到满意的	satisfied
翻译：感谢	thanksgiving
翻译：感谢的心情	gratitude
翻译：愤怒;狂暴;狂怒的人	fury
翻译：愤怒地	indignantly
翻译：愤恨;憎恶;怨恨	resent
翻译：慕男狂	nymphomania
翻译：慷慨;宽大;恩惠	bounty
翻译：慷慨；公平	liberally
翻译：憎恨;仇恨;憎恶	hatred
翻译：憎恶;反感	antipathy
翻译：憔悴的;野性的	haggard
翻译：懒惰的人；逃学者	truant
翻译：懒散地;下流地	dowdily
翻译：戏单;节目单	playbill
翻译：戏水者;业余家	dabbler
翻译：戏谑的;开玩笑的	joking
翻译：成员;会员;部分	member
翻译：成就	achievements
翻译：成音频率的;声音的	audio
翻译：战利品；破坏；溺爱	spoil
翻译：战壕；渠沟；侵犯	trench
翻译：战士;查理大帝	paladin
翻译：战斗机	battleplane
翻译：战略;计谋	stratagem
翻译：战略的	strategical
翻译：所有人的	everyone's
翻译：所罗门;聪明人	Solomon
翻译：扁平足;警察	flatfoot
翻译：手册；手动；体力	manual
翻译：手工艺	handicrafts
翻译：手相家	chiromancer
翻译：手稿；剧本；脚本	script
翻译：手语法	dactylology
翻译：手车;手推车	handcart
翻译：打;使劲打;烤焦	swinge
翻译：打;挫败;搏动	beating
翻译：打;痛打;严惩	trounce
翻译：打击力强的选手	slugger
翻译：打击者;罢工者	striker
翻译：打电话	telephoning
翻译：打破旧习	iconoclasm
翻译：打谷;脱粒	threshing
翻译：打谷；颠簸；推敲	thresh
翻译：执行;死刑	execution
翻译：扩张；详述；展开	expand
翻译：扩散;渗透	pervasion
翻译：扩散的；弥漫的	diffuse
翻译：扬抑格;长短格	trochee
翻译：扬谷；精选；分离	winnow
翻译：扳手；猛扭；痛苦	wrench
翻译：扶手椅子	elbowchair
翻译：承受抵押人	mortgagee
翻译：承担；从事	undertake
翻译：承认；认出	recognise
翻译：承认；认出	recognize
翻译：抄写员;模仿者	copyist
翻译：抒情诗人	troubadour
翻译：投入	introjection
翻译：投入的;深爱的	devoted
翻译：投弹瞄准器	bombsight
翻译：投机的	speculative
翻译：投票；选票；抽签	ballot
翻译：投考者	matriculant
翻译：抗议；呐喊；倒彩	outcry
翻译：折扣；回扣；减少	rebate
翻译：折磨;干扰;调戏	molest
翻译：抢劫;劫持;揩油	hijack
翻译：护林员;樵夫	woodsman
翻译：护相编织	interwoven
翻译：报告;报道;成绩	report
翻译：报应的	retributive
翻译：报答;表达;呈现	render
翻译：报酬	remuneration
翻译：报酬；分赃；结局	payoff
翻译：披甲的;装甲的	armored
翻译：抵销；分支；补偿	offset
翻译：抹去;消除;忘却	efface
翻译：担着心	concernedly
翻译：拆开;割开;拆散	unpick
翻译：拆除；拆卸	dismantle
翻译：拉紧的绳索	tightrope
翻译：拍击声;咂嘴;掴打	smack
翻译：拒绝；否认	repudiate
翻译：拘束的	constrained
翻译：拘泥；坚持己见	stickle
翻译：拘谨；一本正经；整理	prim
翻译：招呼;搭讪;勾引	accost
翻译：拜占庭式的	byzantine
翻译：拥挤;混杂	overcrowd
翻译：拥挤的;塞满的	crowded
翻译：拥立国王者	kingmaker
翻译：拦截；截取	intercept
翻译：择向性	directivity
翻译：持久的;耐用的	durable
翻译：持久的；耐用的	lasting
翻译：指定;任命	designate
翻译：指导方针	guidelines
翻译：指尖;指套	fingertip
翻译：指数；阐述者	exponent
翻译：指示	instructions
翻译：指示的	referential
翻译：挑剔；拘泥；小气	niggle
翻译：挖地道的兵;工兵	sapper
翻译：挖沟人;开沟机	ditcher
翻译：挡球网;捕手	backstop
翻译：挡风玻璃	windshield
翻译：挣扎；比目鱼	flounder
翻译：挤满的	overcrowded
翻译：挥动；扫帚；搅拌器	whisk
翻译：挫折的	frustrating
翻译：振动;颤动	vibration
翻译：振动的	vibrational
翻译：振动；动摇	oscillate
翻译：挽歌的；哀伤的	elegiac
翻译：捐献;救济金;救济品	alms
翻译：捕蝇器;捕蝇草	flytrap
翻译：捕鱼权;捕鱼场	piscary
翻译：损害;减少;削弱	impair
翻译：换性者	transsexual
翻译：换行提示	wrapprompt
翻译：换衬里;重新划线	reline
翻译：捷足善走的美女	Atlanta
翻译：授予者;让渡人	grantor
翻译：排外的	antiforeign
翻译：排外的;俱乐部的	clubby
翻译：排字工人	compositor
翻译：排序法;分类法	sorting
翻译：排挤掉;代替	supplant
翻译：排泄物的;渣滓的	faecal
翻译：排解纠纷	disembroil
翻译：掠夺	despoliation
翻译：掠夺;毁坏	depredate
翻译：掠夺;猎食;掠夺物	ravin
翻译：探求(场附近)	probing
翻译：探照灯	searchlight
翻译：接受学位的人	inceptor
翻译：接收；收受	receiving
翻译：接种;嫁接	inoculate
翻译：接线生	telephonist
翻译：接续词省略	asyndeton
翻译：接触反应的	catalytic
翻译：接近;亲近	proximity
翻译：接近音速的	transonic
翻译：接骨术	bonesetting
翻译：推荐；建议	recommend
翻译：推进者;叶轮	impeller
翻译：掺假	adulteration
翻译：描写;叙述	depiction
翻译：提高的NUM	elevated
翻译：插入	interleaving
翻译：插入;猛推;强加	thrust
翻译：插入；干涉	interpose
翻译：插嘴	interjectory
翻译：握紧；钉牢；咬牙	clench
翻译：揭丑闻；耙粪	muckrake
翻译：揭开；揭幕；显露	unveil
翻译：揭露；启示；窗侧	reveal
